"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","batch_size","class_weight","clf__C","clf__activation","clf__alpha","clf__batch_size","clf__class_weight","clf__colsample_bytree","clf__criterion","clf__hidden_layer_sizes","clf__learning_rate","clf__learning_rate_init","clf__max_depth","clf__max_features","clf__max_iter","clf__min_samples_leaf","clf__min_samples_split","clf__n_estimators","clf__penalty","clf__reg_alpha","clf__reg_lambda","clf__solver","clf__subsample","cv","dataset","dropout","epochs","hidden_layers","l2","lr","model","search_n_iter","val_accuracy","val_auc","val_f1","val_precision","val_recall"
"2025-08-13 00:17:21","12.1s","5c59bad245764d43b54d3bd66249670b","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(64,)","1e-05","0.001","mlp","","0.8379746835443038","0.8926211453744494","0.8212290502793296","0.7736842105263158","0.875"
"2025-08-13 01:16:39","13.7s","345272cb97104615a86b155fe923412c","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64)","1e-05","0.001","mlp","","0.8405063291139241","0.8920442626389762","0.8130563798219584","0.8106508875739645","0.8154761904761905"
"2025-08-13 00:50:55","23.8s","596accff6de04d0396ad1055630f8489","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128,)","0.001","0.001","mlp","","0.8405063291139241","0.889369624501783","0.8130563798219584","0.8106508875739645","0.8154761904761905"
"2025-08-12 20:29:39","33.7s","7bd415c0b41141fd9cf0fbe881c2493b","under__rf","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","balanced_subsample","","","","","","12","log2","","2","2","100","","","","","","3","under","","","","","","rf","25","0.8278481012658228","0.9004090623033354","0.8089887640449439","0.7659574468085106","0.8571428571428571"
"2025-08-11 21:22:36","35.3s","b05e54eb46714852aea3c8dca9029077","under__rf","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","balanced_subsample","","","","","","12","log2","","2","2","100","","","","","","3","under","","","","","","rf","25","0.8278481012658228","0.9004090623033354","0.8089887640449439","0.7659574468085106","0.8571428571428571"
"2025-08-13 00:53:30","12.0s","2071e28cd52742c38c00fc07440d6998","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128,)","1e-05","0.001","mlp","","0.8253164556962025","0.8875340885252779","0.8088642659279778","0.7564766839378239","0.8690476190476191"
"2025-08-13 00:19:43","12.1s","92c68cbd2874466ba59e5851647d73a3","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(64,)","0.0001","0.001","mlp","","0.8329113924050633","0.8860656597440738","0.8058823529411765","0.7965116279069767","0.8154761904761905"
"2025-08-13 00:17:33","11.9s","df5c606640e14fe09abd8deb0f70dab4","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(64,)","1e-05","0.001","mlp","","0.8202531645569621","0.88931718061674","0.8054794520547947","0.7461928934010152","0.875"
"2025-08-13 01:43:55","15.7s","7745fbe572654a0d9abb1eb3aec5682b","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64, 32)","1e-05","0.0005","mlp","","0.8329113924050633","0.8897629536396056","0.8047337278106509","0.8","0.8095238095238095"
"2025-08-12 20:30:12","11.4s","a15d0102fc1042b3857ede82117fec81","under__xgb","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","","0.85","","","0.01","","6","","","","","200","","0.1","2.0","","0.7","3","under","","","","","","xgb","25","0.8227848101265823","0.9044472414516468","0.8044692737430167","0.7578947368421053","0.8571428571428571"
"2025-08-11 21:23:12","11.4s","26db83c363614c9ab499f90e56e18f0e","under__xgb","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","","0.85","","","0.01","","6","","","","","200","","0.1","2.0","","0.7","3","under","","","","","","xgb","25","0.8227848101265823","0.9044472414516468","0.8044692737430167","0.7578947368421053","0.8571428571428571"
"2025-08-12 20:29:27","6.1s","87b36b1db51b483babb5978dbd3cecf9","under__logreg","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","0.001","","","","balanced","","","","","","","","100","","","","l2","","","liblinear","","3","under","","","","","","logreg","25","0.8278481012658228","0.8832336899517516","0.8011695906432749","0.7873563218390804","0.8154761904761905"
"2025-08-11 21:22:24","6.3s","cac8dc089b174de38978d65079eae82e","under__logreg","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","0.001","","","","balanced","","","","","","","","100","","","","l2","","","liblinear","","3","under","","","","","","logreg","25","0.8278481012658228","0.8832336899517516","0.8011695906432749","0.7873563218390804","0.8154761904761905"
"2025-08-13 01:47:59","15.0s","6199f866801349f0a7f4e50d5d972de9","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64, 32)","0.001","0.001","mlp","","0.8202531645569621","0.8625183553597651","0.7977207977207976","0.7650273224043715","0.8333333333333334"
"2025-08-13 00:41:39","12.0s","c17b1f76e3e7430c8efdd954a56f006f","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128,)","0.0001","0.001","mlp","","0.8202531645569621","0.8838105726872247","0.7977207977207976","0.7650273224043715","0.8333333333333334"
"2025-08-13 01:42:13","14.8s","ba8fa233f4e34cf2adca2cbbdce9a243","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64, 32)","1e-05","0.001","mlp","","0.8227848101265823","0.8745280050346129","0.7965116279069767","0.7784090909090909","0.8154761904761905"
"2025-08-13 00:55:53","12.2s","4b3b9831bd4641cab5d080bf9391e62d","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128,)","0.0001","0.001","mlp","","0.8075949367088607","0.8805328298720368","0.7956989247311828","0.7254901960784313","0.8809523809523809"
"2025-08-13 01:04:18","12.5s","733ba0cd1d484bbc80aa91b44254443a","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(128, 64)","0.0001","0.001","mlp","","0.830379746835443","0.8827879169288861","0.7951070336391438","0.8176100628930818","0.7738095238095238"
"2025-08-13 00:59:16","11.7s","2934bf4186594862b206155ad6b8a0d1","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128,)","0.001","0.001","mlp","","0.8050632911392405","0.8836007971470528","0.7946666666666665","0.7198067632850241","0.8869047619047619"
"2025-08-13 01:50:10","29.8s","1108c7ea63914e57a925c89a32932301","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64, 32)","0.001","0.0005","mlp","","0.8177215189873418","0.821664568911265","0.7942857142857143","0.7637362637362637","0.8273809523809523"
"2025-08-13 00:53:54","12.0s","7734bcb9510a43d28087f5dc1368e036","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128,)","1e-05","0.001","mlp","","0.8227848101265823","0.8687067337948396","0.7941176470588236","0.7848837209302325","0.8035714285714286"
"2025-08-13 01:48:14","14.9s","9f3abc9b7a9b42f897cc1792613a6ad2","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64, 32)","0.001","0.001","mlp","","0.8126582278481013","0.8654289909796518","0.7932960893854749","0.7473684210526316","0.8452380952380952"
"2025-08-12 20:29:33","6.0s","e5dc9dd559f742b5ae779592f21fa006","under__dtree","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","None","","gini","","","","3","","","4","10","","","","","","","3","under","","","","","","dtree","25","0.8126582278481013","0.8654027690371302","0.7921348314606741","0.75","0.8392857142857143"
"2025-08-11 21:22:30","6.4s","4b97508969094b198ca8b46064dca3ae","under__dtree","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","","","","None","","gini","","","","3","","","4","10","","","","","","","3","under","","","","","","dtree","25","0.8126582278481013","0.8654027690371302","0.7921348314606741","0.75","0.8392857142857143"
"2025-08-13 00:24:27","12.1s","ea0c6fecfd1d4fdbb6fdec80521d5b19","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(64,)","1e-05","0.001","mlp","","0.8177215189873418","0.8655076568072162","0.7906976744186046","0.7727272727272727","0.8095238095238095"
"2025-08-12 20:30:24","35.7s","75789f2a06e640b583c2bf1fe1343183","under__mlp","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","relu","0.003727593720314938","256","","","","(128,)","","0.0001","","","200","","","","","","","","","3","under","","","","","","mlp","25","0.7974683544303798","0.8955317809943362","0.7872340425531914","0.7115384615384616","0.8809523809523809"
"2025-08-11 21:23:23","37.1s","c6abcaffbe1b433a860f86e196938583","under__mlp","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","","","","relu","0.003727593720314938","256","","","","(128,)","","0.0001","","","200","","","","","","","","","3","under","","","","","","mlp","25","0.7974683544303798","0.8955317809943362","0.7872340425531914","0.7115384615384616","0.8809523809523809"
"2025-08-13 00:34:20","12.0s","e67871e27fd64e6c8b9da8286ba5cca9","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(64,)","0.0001","0.001","mlp","","0.8151898734177215","0.836086637298091","0.7871720116618075","0.7714285714285715","0.8035714285714286"
"2025-08-13 00:48:33","12.0s","fa470e75c0cc454abc37f58a6dba4413","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128,)","0.0001","0.001","mlp","","0.7924050632911392","0.8838367946297461","0.7864583333333334","0.6990740740740741","0.8988095238095238"
"2025-08-13 01:13:22","13.0s","dc12cd8dbd4b48f9a022e93a17de1ca7","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128, 64)","0.0001","0.0005","mlp","","0.8202531645569621","0.8495122718691","0.7854984894259818","0.7975460122699386","0.7738095238095238"
"2025-08-13 00:54:54","12.2s","a9368967655942158fdded521c855f62","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128,)","1e-05","0.0005","mlp","","0.8202531645569621","0.8467851898468639","0.7854984894259818","0.7975460122699386","0.7738095238095238"
"2025-08-13 00:42:03","11.9s","afaefc4895c040e2971c00c7199dd6b8","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128,)","0.0001","0.001","mlp","","0.7949367088607595","0.8712502622194254","0.7851458885941645","0.7081339712918661","0.8809523809523809"
"2025-08-13 01:25:55","13.7s","61e8d0c7de6e4fc2828040fcb5f88158","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128, 64, 32)","1e-05","0.001","mlp","","0.7974683544303798","0.8427994545835955","0.7849462365591398","0.7156862745098039","0.8690476190476191"
"2025-08-13 01:23:26","13.4s","13a6a423fb7544cda9501105f023e2e7","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64)","0.001","0.0005","mlp","","0.8025316455696202","0.8640916719110552","0.7845303867403314","0.7319587628865979","0.8452380952380952"
"2025-08-13 01:35:02","14.7s","86d4b60117844f97875581bd8bb5a4bb","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128, 64, 32)","1e-05","0.0005","mlp","","0.8050632911392405","0.8574050765680721","0.781869688385269","0.745945945945946","0.8214285714285714"
"2025-08-13 00:41:27","12.0s","5a59a0d58a7347aa82076e0c50b2f270","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(128,)","0.0001","0.001","mlp","","0.7822784810126582","0.9009859450388085","0.7806122448979592","0.6830357142857143","0.9107142857142857"
"2025-08-13 01:26:09","14.2s","fdbe085c455e45ecbe7e0cd306329ab3","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(128, 64, 32)","1e-05","0.0005","mlp","","0.8050632911392405","0.8667400881057269","0.7793696275071632","0.7513812154696132","0.8095238095238095"
"2025-08-13 01:33:36","14.7s","c4c227304561491fa654300ceb196cdd","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128, 64, 32)","1e-05","0.001","mlp","","0.7949367088607595","0.868942731277533","0.779291553133515","0.7185929648241206","0.8511904761904762"
"2025-08-13 00:48:45","12.1s","298982d3e21a4b4ea60c0d0d8a78d340","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128,)","0.0001","0.001","mlp","","0.8202531645569621","0.8351688693098385","0.778816199376947","0.8169934640522876","0.7440476190476191"
"2025-08-13 01:22:08","13.4s","5062ebc30ce246cc98cece55f235d9f9","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64)","0.001","0.001","mlp","","0.8025316455696202","0.8702276064610867","0.7784090909090908","0.7445652173913043","0.8154761904761905"
"2025-08-13 00:58:40","11.9s","78349d8a3f974d07b3ac031d0ebf82ab","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128,)","0.001","0.001","mlp","","0.8050632911392405","0.8449758758128803","0.7780979827089337","0.7541899441340782","0.8035714285714286"
"2025-08-13 01:22:34","12.9s","240c6cde669448faafdc54993cdfc548","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64)","0.001","0.001","mlp","","0.7924050632911392","0.8396528214810153","0.7771739130434783","0.715","0.8511904761904762"
"2025-08-13 00:51:31","11.9s","77c3e6ca62bd41579eb718e828195cac","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128,)","0.001","0.001","mlp","","0.7924050632911392","0.8516624711558632","0.7771739130434783","0.715","0.8511904761904762"
"2025-08-13 00:21:30","11.9s","0c59385db51d4179891bb87c5357e1fd","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(64,)","0.0001","0.0005","mlp","","0.7924050632911392","0.8293475980700651","0.7771739130434783","0.715","0.8511904761904762"
"2025-08-13 01:25:42","13.5s","6158b261e9674b7aadceae2a2c993483","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(128, 64, 32)","1e-05","0.001","mlp","","0.7848101265822784","0.8407016991818752","0.7757255936675461","0.6966824644549763","0.875"
"2025-08-13 00:46:10","12.0s","196c49f642654b1b89deff8197abc313","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128,)","1e-05","0.001","mlp","","0.8050632911392405","0.8596601636249214","0.7755102040816326","0.76","0.7916666666666666"
"2025-08-13 01:06:40","12.8s","29deda740e27461191dab5b856f79ac5","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128, 64)","0.001","0.001","mlp","","0.7848101265822784","0.888058527375708","0.7745358090185677","0.6985645933014354","0.8690476190476191"
"2025-08-13 01:10:07","13.3s","0865d5bc7db744a1adfd32631b5a89ca","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128, 64)","1e-05","0.0005","mlp","","0.8050632911392405","0.8449496538703587","0.7741935483870968","0.7630057803468208","0.7857142857142857"
"2025-08-13 01:42:28","14.9s","08a065b6b06a43b1a75d2bf29850a70c","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64, 32)","1e-05","0.001","mlp","","0.7949367088607595","0.8771764212292845","0.773109243697479","0.7301587301587301","0.8214285714285714"
"2025-08-13 01:16:53","13.5s","a6dcd5af5a6b4669ade9b33510b8d7d7","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64)","1e-05","0.001","mlp","","0.7949367088607595","0.8671858611285925","0.773109243697479","0.7301587301587301","0.8214285714285714"
"2025-08-13 01:48:29","14.3s","4b79e7ed374a4434916073604c8381d1","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64, 32)","0.001","0.001","mlp","","0.7873417721518987","0.8517935808684708","0.7729729729729731","0.7079207920792079","0.8511904761904762"
"2025-08-13 01:19:56","13.4s","4b1ef01ad9614564b8743ec6c3477ad4","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128, 64)","0.0001","0.001","mlp","","0.7924050632911392","0.8516886930983847","0.7722222222222224","0.7239583333333334","0.8273809523809523"
"2025-08-13 00:40:51","12.0s","270ef5c4a055421cbf8032e4e43f96fc","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128,)","1e-05","0.0005","mlp","","0.7924050632911392","0.8296360394378016","0.7722222222222224","0.7239583333333334","0.8273809523809523"
"2025-08-13 00:51:19","12.1s","dedfd24174824d8d880bea72e8a773f6","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128,)","0.001","0.001","mlp","","0.8025316455696202","0.8580868470736313","0.7719298245614034","0.7586206896551724","0.7857142857142857"
"2025-08-13 00:52:19","12.2s","e1905ae227e54d72ad8b1b24bff5fac8","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128,)","0.001","0.0005","mlp","","0.7822784810126582","0.8651929934969583","0.7712765957446809","0.6971153846153846","0.8630952380952381"
"2025-08-13 01:07:57","12.8s","1baa89ef38344d32a47a9cc45b8c3e8c","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128, 64)","0.001","0.0005","mlp","","0.7949367088607595","0.8640130060834906","0.7705382436260624","0.7351351351351352","0.8095238095238095"
"2025-08-13 01:17:58","13.5s","4ce73f7dd6af4724a8b87f925751f7bb","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","40","(128, 64)","1e-05","0.0005","mlp","","0.7873417721518987","0.8581130690161528","0.7704918032786886","0.7121212121212122","0.8392857142857143"
"2025-08-13 01:39:05","14.7s","61e0345467e94e25acc9dd37af7f81f6","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128, 64, 32)","0.001","0.001","mlp","","0.7822784810126582","0.8648258863016571","0.7700534759358288","0.6990291262135923","0.8571428571428571"
"2025-08-13 00:30:35","12.1s","1bd2f40b716646c0b5cfeb7afb1da450","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(64,)","0.001","0.0005","mlp","","0.8075949367088607","0.8094189217537235","0.7696969696969698","0.7839506172839507","0.7559523809523809"
"2025-08-13 01:08:48","13.4s","7924dc8efe114024a2c2d8ac65c47896","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","80","(128, 64)","1e-05","0.001","mlp","","0.7772151898734178","0.8781990769876232","0.7696335078534031","0.6869158878504673","0.875"
"2025-08-13 01:02:22","12.7s","2554bc44384c4812bb5183d7f1c93f3f","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","128","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","40","(128, 64)","1e-05","0.0005","mlp","","0.789873417721519","0.8649307740717432","0.7688022284122563","0.7225130890052356","0.8214285714285714"
"2025-08-13 01:08:35","13.3s","2deef21d093744b7bb3c512502e96b90","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128, 64)","1e-05","0.001","mlp","","0.7746835443037975","0.8563299769246907","0.7676240208877284","0.6837209302325581","0.875"
"2025-08-13 01:02:09","13.1s","2882f6e5d10e40d2b9eebeee4b776126","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128, 64)","1e-05","0.0005","mlp","","0.7848101265822784","0.8743182294944408","0.767123287671233","0.7106598984771574","0.8333333333333334"
"2025-08-13 00:39:17","12.0s","e5eb96251dfa4c859d2e5a3610ace861","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128,)","1e-05","0.001","mlp","","0.7848101265822784","0.8769142018040695","0.767123287671233","0.7106598984771574","0.8333333333333334"
"2025-08-13 00:56:06","12.1s","87afaf3fb19f408899f569525903c058","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128,)","0.0001","0.001","mlp","","0.8","0.8483060625131109","0.7669616519174041","0.7602339181286549","0.7738095238095238"
"2025-08-13 00:53:42","12.0s","d6fba8352cba4780a6b12af872d3e64c","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","64","False","","","","","","","","","","","","","","","","","","","","","","","under","0.4","80","(128,)","1e-05","0.001","mlp","","0.7670886075949367","0.8673956366687644","0.7664974619289341","0.668141592920354","0.8988095238095238"
"2025-08-13 01:34:19","14.0s","49c93c39cc7f4224af76d7b1049e6e67","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.2","40","(128, 64, 32)","1e-05","0.001","mlp","","0.7746835443037975","0.8400985945038808","0.7664041994750656","0.6854460093896714","0.8690476190476191"
"2025-08-13 01:07:05","12.5s","a1be669057a94ceb9be143d03b05d717","mlp__under","LOCAL","c:\Users\jorge\anaconda3\Lib\site-packages\ipykernel_launcher.py","jorge","FINISHED","256","False","","","","","","","","","","","","","","","","","","","","","","","under","0.0","80","(128, 64)","0.001","0.001","mlp","","0.7746835443037975","0.8768093140339838","0.7664041994750656","0.6854460093896714","0.8690476190476191"
