idx,y_pred,y_prob
167,0,0.44202344471634625
168,1,0.9762013483008732
169,0,0.3006717820259275
170,0,0.2518642251598497
171,0,0.22353401284795474
172,0,0.2893740772748803
173,0,0.3114580177596391
174,0,0.23638610972936905
175,1,0.9526968827193534
176,0,0.1065887619306508
177,0,0.2942930299904948
178,0,0.31720864466678816
179,1,0.8946432018559038
180,0,0.06355005168534215
181,0,0.40880297334622534
182,0,0.16311947308424443
183,1,0.6563282012976515
184,0,0.17030786303703138
185,0,0.37295959723323413
186,0,0.3565062604092688
187,0,0.12300772924395455
188,0,0.31406423970722397
189,0,0.45217852269872055
190,0,0.1997854351647603
191,0,0.30731179289206845
192,0,0.34530320618400556
193,1,0.9128502487113684
194,0,0.25514524532530986
195,1,0.803913778002869
196,0,0.3178066684906666
197,0,0.4429922673499668
198,0,0.23105417146864615
199,0,0.22558527649683824
200,0,0.42589808816272523
201,0,0.15775669257938468
202,1,0.8099903572225096
203,1,0.8450493674704476
204,0,0.15322904795777176
205,0,0.4416919240179596
206,0,0.3597186715309057
207,0,0.39346591412823156
208,0,0.21089172463993805
209,0,0.30473874601765916
210,0,0.049914792112954014
211,0,0.2920774241837256
212,1,0.5442950255707818
213,0,0.3479129457456843
214,1,0.8608779064015364
215,0,0.053287425319225076
216,0,0.15835943743946512
217,0,0.3086726186093465
218,0,0.3311606183558862
219,0,0.33811793560974757
220,1,0.9139908503174361
221,0,0.2215244148766615
222,0,0.12137218239770237
223,0,0.24982613139812293
224,0,0.27943718799887507
225,1,0.5282470197498432
226,1,0.9562537404321619
227,0,0.08639674731408911
228,0,0.21544786950058836
229,0,0.2635153630324929
230,1,0.8403831145691154
231,0,0.23294291862355604
232,0,0.3270660264653077
233,1,0.5035810287806759
234,0,0.3124447980098318
235,1,0.8626283072302234
236,0,0.049752557575306965
237,0,0.3116315672500598
238,0,0.44987858888087856
239,0,0.27370797229718086
240,0,0.3261328352157984
241,1,0.746726348408644
242,0,0.49900913236801775
243,1,0.724268714739749
244,0,0.024672751663623167
245,0,0.24885308933153025
246,1,0.5528857508937003
247,0,0.4845705500563373
248,0,0.04804227906275022
249,1,0.9640178664555095
250,1,0.9846486091325378
251,0,0.48169107355256136
252,0,0.33270258393012825
253,1,0.5203223450173351
254,1,0.9103498933006187
255,1,0.9568194140013055
256,1,0.9398143769406754
257,1,0.9729914239015877
258,0,0.31583402044037234
259,0,0.2548885821380752
260,0,0.22105203730176812
261,0,0.30269892277051835
262,0,0.28699227085015594
263,1,0.8172719281970529
264,0,0.4307636330761026
265,0,0.44604973710961787
266,1,0.9525915073233334
267,0,0.38835844676168335
268,0,0.3415195500999244
269,1,0.5069082170146768
270,1,0.938924497931351
271,1,0.5264799156154687
272,0,0.413657251645622
273,0,0.31722667474361643
274,0,0.3148162103384292
275,0,0.32210003704974327
276,0,0.2576076437401994
277,0,0.2910372607486098
278,0,0.3668371014347626
279,0,0.4052038217499819
280,0,0.33913300630430304
281,1,0.9295197532237225
282,0,0.30496538572629833
283,0,0.37424358808290575
284,0,0.18448823129029926
285,1,0.9783107726009422
286,0,0.26617741525205063
287,0,0.37770741566089605
288,0,0.21791054849655056
289,1,0.8692385518475827
290,1,0.9830676205402866
291,0,0.44785589740798165
292,1,0.9324592442772941
293,0,0.473902867166281
294,0,0.4308074376505269
295,1,0.7793218980968918
296,0,0.3435031424087159
297,0,0.19562142487478634
298,0,0.4507329256968471
299,0,0.11093933422277075
300,1,0.6339400786781126
301,0,0.329810025445845
302,0,0.363980777652379
303,0,0.22308637172558907
304,0,0.34631602320838467
305,0,0.19146409973939288
306,0,0.24102177385493803
307,0,0.21313181462565783
308,0,0.42018611269509953
309,0,0.29053035117372517
310,0,0.30266609327821503
311,0,0.27376295681139085
312,0,0.20341885771729462
313,1,0.8686061247696801
314,0,0.24224067723960485
315,0,0.3760141857717189
316,0,0.12841469808466138
317,1,0.8971857970939198
318,0,0.4889807059456702
319,0,0.17683297871302006
320,0,0.345284609968989
321,0,0.0214964033187238
322,0,0.29705563588018086
323,0,0.09316871736903011
324,0,0.27701488727353857
325,0,0.17195134662947073
326,0,0.15199539219323968
327,0,0.3340704733166394
328,0,0.23216513261185034
329,0,0.275486630106333
330,0,0.42100946043463616
331,0,0.392772170976193
332,1,0.6576464474444272
333,0,0.40313696751494604
334,0,0.22389869025982523
335,1,0.9768649815128485
336,0,0.40598050893040916
337,0,0.21370630614645172
338,0,0.3806467682864075
339,0,0.4388530408171365
340,0,0.2154366880461643
341,1,0.7570873752391571
342,0,0.3611095976886593
343,1,0.9067182383185384
344,0,0.3283338501923439
